file,has_player,has_enemy,solvable,wall_ratio,interior_wall_density,walkable_cells,reachable_ratio,shortest_path_length,path_norm,dead_end_ratio,branching_ratio,leniency,astar_difficulty,difficulty_score
pcgnn_000.txt,True,True,False,0.6683673469387755,0.6527777777777778,65,0.07692307692307693,0,0.0,0.6461538461538462,0.0,0.0,1.0,0.47974097331240184
pcgnn_001.txt,False,False,False,0.7040816326530612,0.6736111111111112,58,0.10344827586206896,0,0.0,0.6724137931034483,0.0,0.0,1.0,0.49570724841660807
pcgnn_002.txt,False,False,False,0.7091836734693877,0.7083333333333334,57,0.08771929824561403,0,0.0,0.7894736842105263,0.0,0.0,1.0,0.5206498388829216
pcgnn_003.txt,False,False,False,0.6836734693877551,0.6875,62,0.0967741935483871,0,0.0,0.6935483870967742,0.0,0.0,1.0,0.4938117182356814
pcgnn_004.txt,False,False,False,0.7193877551020408,0.7152777777777778,55,0.10909090909090909,0,0.0,0.7454545454545455,0.0,0.0,1.0,0.5149072356215213
pcgnn_005.txt,False,False,False,0.7142857142857143,0.7152777777777778,56,0.08928571428571429,0,0.0,0.7678571428571429,0.0,0.0,1.0,0.5178571428571429
pcgnn_006.txt,False,False,False,0.6989795918367347,0.7430555555555556,59,0.0847457627118644,0,0.0,0.7288135593220338,0.0,0.0,1.0,0.5054565894154273
pcgnn_007.txt,False,False,False,0.7040816326530612,0.6666666666666666,58,0.10344827586206896,0,0.0,0.6724137931034483,0.0,0.0,1.0,0.49570724841660807
pcgnn_008.txt,False,False,False,0.6887755102040817,0.6666666666666666,61,0.14754098360655737,0,0.0,0.639344262295082,0.0,0.0,1.0,0.48450150552024096
pcgnn_009.txt,False,False,False,0.7295918367346939,0.6805555555555556,53,0.18867924528301888,0,0.0,0.6226415094339622,0.0,0.0,1.0,0.4934058529072006
pcgnn_010.txt,False,False,False,0.6836734693877551,0.6944444444444444,62,0.06451612903225806,0,0.0,0.8548387096774194,0.0,0.0,1.0,0.5260697827518104
pcgnn_011.txt,False,False,False,0.6938775510204082,0.6944444444444444,60,0.1,0,0.0,0.6833333333333333,0.0,0.0,1.0,0.4948299319727891
pcgnn_012.txt,False,False,False,0.7142857142857143,0.7083333333333334,56,0.08928571428571429,0,0.0,0.8035714285714286,0.0,0.0,1.0,0.525
pcgnn_013.txt,False,False,False,0.6785714285714286,0.6527777777777778,63,0.14285714285714285,0,0.0,0.5873015873015873,0.0,0.0,1.0,0.471031746031746
pcgnn_014.txt,False,False,False,0.6938775510204082,0.6666666666666666,60,0.11666666666666667,0,0.0,0.6833333333333333,0.0,0.0,1.0,0.4948299319727891
pcgnn_015.txt,False,False,False,0.7142857142857143,0.7013888888888888,56,0.16071428571428573,0,0.0,0.6964285714285714,0.0,0.0,1.0,0.5035714285714286
pcgnn_016.txt,False,False,False,0.7040816326530612,0.6666666666666666,58,0.1206896551724138,0,0.0,0.6896551724137931,0.0,0.0,1.0,0.49915552427867704
