file,has_player,has_enemy,solvable,wall_ratio,interior_wall_density,walkable_cells,reachable_ratio,shortest_path_length,path_norm,dead_end_ratio,branching_ratio,leniency,astar_difficulty,difficulty_score
pcgnn_000.txt,True,True,True,0.1989795918367347,0.24305555555555555,157,1.0,26,0.9285714285714286,0.012738853503184714,0.7707006369426752,0.9629629629629629,0.8280254777070064,0.5114454699077083
pcgnn_001.txt,True,True,True,0.1989795918367347,0.24305555555555555,157,1.0,26,0.9285714285714286,0.012738853503184714,0.8089171974522293,1.0,0.8280254777070064,0.5114454699077083
pcgnn_002.txt,True,True,True,0.33163265306122447,0.4236111111111111,131,1.0,26,0.9285714285714286,0.015267175572519083,0.3511450381679389,0.9629629629629629,0.7938931297709924,0.54662720049852
pcgnn_003.txt,True,True,True,0.2193877551020408,0.2847222222222222,153,1.0,26,0.9285714285714286,0.006535947712418301,0.7058823529411765,0.9629629629629629,0.8235294117647058,0.5156529278378018
pcgnn_004.txt,True,True,True,0.27040816326530615,0.3402777777777778,143,1.0,26,0.9285714285714286,0.02097902097902098,0.5454545454545454,1.0,0.8111888111888111,0.5319965748537177
