file,has_player,has_enemy,solvable,wall_ratio,interior_wall_density,walkable_cells,reachable_ratio,shortest_path_length,path_norm,dead_end_ratio,branching_ratio,leniency,astar_difficulty,difficulty_score,score_tier,range_tier
pcgnn_863.txt,True,True,True,0.369140625,0.37333333333333335,646,0.9984520123839009,81,1.265625,0.02786377708978328,0.3978328173374613,0.975609756097561,0.871517027863777,0.5970424970975232,medium,unclassified
pcgnn_864.txt,True,True,True,0.240234375,0.2477777777777778,778,1.0,62,0.96875,0.02056555269922879,0.7107969151670951,0.9841269841269841,0.9190231362467867,0.5530993934768638,medium,unclassified
pcgnn_865.txt,True,True,True,0.337890625,0.3466666666666667,678,1.0,62,0.96875,0.025073746312684365,0.5029498525073747,0.9682539682539683,0.9070796460176991,0.5815063836651917,medium,unclassified
pcgnn_866.txt,True,True,True,0.3818359375,0.38666666666666666,633,0.9936808846761453,90,1.40625,0.03949447077409163,0.35071090047393366,0.989010989010989,0.8499210110584519,0.5999378270635861,medium,unclassified
pcgnn_867.txt,True,True,True,0.3984375,0.40555555555555556,616,0.9788961038961039,78,1.21875,0.04383116883116883,0.32305194805194803,0.9746835443037974,0.8506493506493507,0.6058948863636363,medium,unclassified
pcgnn_868.txt,True,True,True,0.2958984375,0.3088888888888889,721,0.9875173370319001,62,0.96875,0.019417475728155338,0.5991678224687933,0.9841269841269841,0.9001386962552012,0.5667363308339112,medium,unclassified
pcgnn_869.txt,True,True,True,0.2373046875,0.24555555555555555,781,1.0,62,0.96875,0.0076824583866837385,0.7259923175416133,1.0,0.9193341869398207,0.5496905259683098,medium,unclassified
pcgnn_870.txt,True,True,True,0.2294921875,0.23333333333333334,789,1.0,62,0.96875,0.011406844106463879,0.7414448669201521,0.9841269841269841,0.9201520912547528,0.5482143387595056,medium,unclassified
pcgnn_871.txt,True,True,True,0.2177734375,0.22333333333333333,801,1.0,62,0.96875,0.011235955056179775,0.7677902621722846,0.9841269841269841,0.9213483146067416,0.5448439694522471,medium,unclassified
pcgnn_872.txt,True,True,True,0.337890625,0.3488888888888889,678,0.9808259587020649,61,0.953125,0.02654867256637168,0.5,0.967741935483871,0.8893805309734514,0.573677751659292,medium,unclassified
